y,w,ids
1.0400260861664676,1.0,OC1CCCCCC1
1.998309425752283,1.0,CN(C)C(=O)C
-0.2649728335709997,1.0,Clc1ccc(Cl)c(Cl)c1
-0.06753757265130925,1.0,C1CCC=CCC1
0.4766132684200334,1.0,CNC(=O)Oc1ccccc1OC(C)C
-0.3709137052840046,1.0,CCCCCCBr
1.5360219855500805,1.0,CCC(C)(C)O
1.1633027368870548,1.0,Cc2c(N)c(=O)n(c1ccccc1)n2C
-0.1739599937811911,1.0,Nc1nc(O)nc2nc[nH]c12 
1.6178853864192206,1.0,CC=CC=O
1.2567233237612498,1.0,CCOC(C)OCC
-1.8877943684474814,1.0,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
-0.44314611781559865,1.0,O(c1ccccc1)c2ccccc2
-1.2391473039137662,1.0,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
-0.5091183879277882,1.0,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3
0.27869645808346544,1.0,Cc1cc(no1)C(=O)NNCc2ccccc2
0.39571296638464787,1.0,CN(C)C(=O)NC1CCCCCCC1
-0.019382630963579787,1.0,CCCCCBr
-0.30060749041991963,1.0,COc2c1occc1cc3ccc(=O)oc23 
-0.7373728115276258,1.0,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23
0.8811147785969604,1.0,CC(C)COC(=O)C
0.6307090818207675,1.0,CCCBr
1.7719811998199548,1.0,OCC1OC(O)(CO)C(O)C1O
1.6467783514318581,1.0,Cc1cccnc1C
-2.0948606177047178,1.0,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl 
0.9292697202846898,1.0,COc1ncnc2nccnc12 
-1.0210054180683519,1.0,CCCCC(C)CC
-1.0797544469273817,1.0,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O
1.6323318689255395,1.0,OC1C(O)C(O)C(O)C(O)C1O
0.3947498675508932,1.0,O=N(=O)OCC(CON(=O)=O)ON(=O)=O 
0.3128864666817532,1.0,ClCc1ccccc1
0.47179777425126035,1.0,CC(=C)C1CC=C(C)C(=O)C1
0.505506233432671,1.0,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O)
0.20213010079997554,1.0,CCN2c1ncccc1N(C)C(=O)c3cccnc23 
0.25124814132145973,1.0,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
-0.6839208262542458,1.0,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl
0.16745854278481032,1.0,CC(=O)Nc1ccc(cc1)N(=O)=O
0.8040668718965933,1.0,Nc1cccc(Cl)c1
0.8762992844281875,1.0,Cc1ncc(N(=O)=O)n1CCO
0.5343991984453086,1.0,c1ccccc1C(O)C(O)c2ccccc2
0.33840858577624977,1.0,CCC1(CCC(=O)NC1=O)c2ccccc2 
0.2753256121653243,1.0,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
0.16360614744979196,1.0,Fc1ccccc1Br
-0.08872574699391021,1.0,CNC(=O)Oc1cccc2ccccc12
-0.44073837073121225,1.0,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O
-0.4913010595033279,1.0,CCNc1nc(Cl)nc(n1)N(CC)CC
-2.6775354121262436,1.0,c1ccc2cc3cc4ccccc4cc3cc2c1
-2.6775354121262436,1.0,Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl 
1.7430882348073171,1.0,CCC=O
0.505506233432671,1.0,NC(=N)NS(=O)(=O)c1ccc(N)cc1 
1.1459669578794722,1.0,CCOC(=O)CC
-1.907056345122573,1.0,CCCCCCCCCCCCCCCCO
-0.5346405070222847,1.0,CC(C)(C)Cc1ccccc1
-1.4303224224140518,1.0,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1
0.5632921634579462,1.0,C=CC=C
0.5599213175398052,1.0,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C
-0.1156925143390385,1.0,CCc1ccccc1CC
0.7626536220451461,1.0,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O
0.7896203893902746,1.0,Cc1cc(C)cc(O)c1
1.2230148645798393,1.0,CC(C)(C)CCO
1.738272740638544,1.0,C=CC=O
-0.20237140937695153,1.0,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3
-2.4160540787618734,1.0,c1ccc2c(c1)ccc3c4ccccc4ccc23
-0.18310943270185975,1.0,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C
0.8088823660653662,1.0,CC
-0.4913010595033279,1.0,CCCCc1ccccc1
0.8474063194155499,1.0,CC(=O)c1ccccc1
0.8425908252467769,1.0,Cc1cccc(C)c1O
-0.020345729797334268,1.0,CCCCOC(=O)c1ccc(N)cc1
-0.500932047840874,1.0,C(c1ccccc1)c2ccccc2
-1.5892337299835588,1.0,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
-1.5651562591396941,1.0,ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl
0.11545120576206272,1.0,Cc1ccccc1C
-0.9824814647181682,1.0,CCCCCC(C)C
-0.15903196185799512,1.0,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
-0.21200239771449744,1.0,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) 
1.7430882348073171,1.0,COC=O
1.6178853864192206,1.0,NC(=S)N
-0.2649728335709997,1.0,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C 
-0.00012065428848799956,1.0,C1Cc2ccccc2C1
0.6114471051456757,1.0,C1SC(=S)NC1(=O)
1.3915571604868924,1.0,OCCCC=C
0.3610414083694827,1.0,O=N(=O)c1cccc(c1)N(=O)=O
1.82976712984523,1.0,c1ccncc1
0.07211175824310609,1.0,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
0.7318344593649992,1.0,CCC(CC)C=O
-0.048275595976217466,1.0,BrC(Br)(Br)Br
-0.3468362344401397,1.0,CC(C)c1ccccc1C
-0.21200239771449744,1.0,O=N(=O)c1c(Cl)c(Cl)ccc1
-0.49611655367210117,1.0,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 
0.5006907392638981,1.0,ClCC(C)C
0.014325828217830947,1.0,CCCCCC#C
1.0544725686727863,1.0,Cc1cccc(N)c1
0.42845832673230394,1.0,C1N(C(=O)NCC(C)C)C(=O)NC1
-0.21200239771449744,1.0,Oc1ccc(cc1)c2ccccc2
0.6547865526646321,1.0,BrCCBr
-0.2649728335709997,1.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
0.2984399841754345,1.0,Oc1cccc2cccnc12 
0.6933105060148157,1.0,CCCCC(C)(O)CC
-0.7031828029293375,1.0,c1(Br)c(Br)cc(Br)cc1
-0.16384745602676798,1.0,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O 
-1.6999900958653367,1.0,Cc1c2ccccc2c(C)c3ccccc13
-0.26593593240475444,1.0,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
1.17485992289211,1.0,CCS
0.678864023508497,1.0,O=Cc2ccc1OCOc1c2 
-0.03382911346989852,1.0,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
0.283030402835361,1.0,CCCOC(=O)c1ccc(N)cc1
-0.8876162295933412,1.0,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12
0.9340852144534628,1.0,CC(C)OC(C)C
1.6949332931195877,1.0,COCOC
0.3788587367939425,1.0,CSc1nnc(c(=O)n1N)C(C)(C)C
-0.35165172860891275,1.0,Cc1ccc2ccccc2c1
0.3692277484563966,1.0,Sc1nccc(=O)[nH]1 
-0.3107200281743428,1.0,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C
-0.9680349822118492,1.0,CC(C)CCC(C)(C)C
-0.39017568195909635,1.0,CC1CCCCC1
0.7414654477025451,1.0,c2ccc1scnc1c2 
-0.7657842271233858,1.0,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
0.38030338504457445,1.0,CCCCC(=O)OCC
0.6403400701583134,1.0,FC(F)(F)C(Cl)Br 
-0.00012065428848799956,1.0,FC(F)(Cl)C(F)(Cl)Cl
1.5119445147062158,1.0,CC(C)CO
0.6865688141785335,1.0,O=C1NC(=O)NC(=O)C1(CC)CC=C
-0.2408953627271351,1.0,Brc1cccc(Br)c1
-0.5394560011910576,1.0,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O
0.34563182702940926,1.0,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1
0.5059877828495482,1.0,Nc1cc(nc(N)n1=O)N2CCCCC2 
-2.725208804397096,1.0,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
0.505506233432671,1.0,Oc2ccc1CCCCc1c2 
2.1090657916340607,1.0,CNN
0.4091963500572121,1.0,ON=Cc1ccc(o1)N(=O)=O 
0.505506233432671,1.0,CC(C)=CCCC(O)(C)C=C
1.4445275963433948,1.0,CCOC(=O)C
-0.22163338605204333,1.0,Brc1ccccc1Br
0.7318344593649992,1.0,c2ccc1[nH]ccc1c2
-1.6999900958653367,1.0,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl 
0.1780526299561109,1.0,Fc1cccc(Br)c1
-0.3660982111152315,1.0,CCCCCCCCC(=O)OCC
1.670855822275723,1.0,CC(C)O
1.1652289345545639,1.0,CC(C)N(=O)=O
-0.7176292854356565,1.0,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C
1.2374613470861584,1.0,CCC(C)CO
-2.2922958786244085,1.0,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl 
0.9957235398137565,1.0,Nc1nc(=O)[nH]cc1F
1.3963726546556652,1.0,CCC(=O)OC
0.20405629846748471,1.0,CCOC(=O)c1ccc(N)cc1
0.7655429185464099,1.0,c1ccc2cnccc2c1
-0.6068729195538786,1.0,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C 
0.5536611751204005,1.0,CCCCCOC(=O)C
0.22139207747506734,1.0,CCCCCCCC(=O)C
1.17485992289211,1.0,O=C1CCCCC1
-0.4845593676670461,1.0,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl
1.844213612351549,1.0,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O 
-0.28905030441486457,1.0,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C
-0.15421646768922206,1.0,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O 
-0.37428455120214565,1.0,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
1.328955736292844,1.0,CCC(=O)CC
0.6933105060148157,1.0,C1OC1c2ccccc2 
-1.4351379165828246,1.0,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2
0.4573512917449416,1.0,CCCCCCC(C)O
0.5970006226393568,1.0,O=N(=O)c1ccccc1
-0.04346010180744441,1.0,COc1ccc(C=CC)cc1
-1.4255069282452788,1.0,c1ccc2c(c1)c3cccc4cccc2c34
-0.7705997212921586,1.0,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
-2.316373349468273,1.0,C1Cc2c3c1cccc3cc4c2ccc5ccccc54
0.5392146926140816,1.0,CCCC(=O)OC
-1.3484590215449117,1.0,CCCCCCCCCCCCCCO
0.4477203034073957,1.0,CCCCC(CC)CO
-0.06753757265130925,1.0,CCCCC
-0.4624080944906904,1.0,Cc1cc(C)c(C)c(C)c1C
-2.6582734354511524,1.0,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl 
-1.16547024313154,1.0,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl 
-0.019382630963579787,1.0,Cc1ccc(Cl)cc1
0.5295837042765357,1.0,c2c(C)cc1nc(C)ccc1c2 
0.019141322386603786,1.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1
0.5921851284705839,1.0,CCCCCCCO
-0.7484484481158029,1.0,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3
1.1074430045292887,1.0,CC(C)CC(=O)C
0.6355245759895404,1.0,CCCCCC(C)(C)O
0.9629781794661004,1.0,c2ccc1NCCc1c2 
0.7173879768586804,1.0,Oc1ccc(Cl)cc1Cl
1.0785500395166512,1.0,CCCC(O)CC
-1.3484590215449117,1.0,Cc1ccc2c(ccc3ccccc32)c1
-0.33720524610259406,1.0,CCCC(C)C
0.004694839880285054,1.0,CCCC(=C)C
1.2885055852751515,1.0,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O 
0.057665275736787355,1.0,c1(OC)ccc(CC=C)cc1
0.004694839880285054,1.0,CC2=CC(=O)c1ccccc1C2=O 
0.6258935876519945,1.0,ClC(Cl)C(Cl)Cl
0.31770196085052627,1.0,Clc1ccccc1
-1.0739758539248538,1.0,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C
-1.4279146753296652,1.0,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 
-0.03864460763867157,1.0,CCCCCCCl
-0.47203908282823615,1.0,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O
-0.7224447796044293,1.0,Clc1ccccc1c2ccccc2
1.0881810278541968,1.0,c2ccc1[nH]nnc1c2
-3.0300295852804235,1.0,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67
-1.7322539067961156,1.0,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1
-0.414253152802961,1.0,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1
0.582554140133038,1.0,c1c(NC(=O)OC(C)C(=O)NCC)cccc1
-0.7513377446170668,1.0,o1c2ccccc2c3ccccc13
0.7222034710274533,1.0,BrC(Cl)Cl
0.837775331078004,1.0,CC(C)C(=O)C(C)C
-2.0693384986102217,1.0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2
-0.7609687329546129,1.0,C(Cc1ccccc1)c2ccccc2
-0.6116884137226515,1.0,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO 
-0.6309503903977433,1.0,Brc1cccc2ccccc12
0.9292697202846898,1.0,CCCC(C)CO
0.6258935876519945,1.0,Cc1ccc(cc1)S(=O)(=O)N
-0.16866295019554103,1.0,CCCCCCCC(=O)OCC
0.6114471051456757,1.0,NC(=S)Nc1ccccc1
0.2551005366564781,1.0,CCC(C)(C)Cl
-0.7888985991334959,1.0,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
-0.30831228108995634,1.0,CCC(C)CC
-0.00012065428848799956,1.0,Clc1cccc(Cl)c1
-2.4993621278816454,1.0,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54
0.46361143416434636,1.0,O=C1NC(=O)NC(=O)C1(CC=C)CC=C
0.760727424377637,1.0,CCNC(=S)NCC
0.6018161168081297,1.0,Oc1c(Cl)cccc1Cl
-1.2665956206757718,1.0,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl 
0.17323713578733785,1.0,CCC(Br)(CC)C(=O)NC(N)=O
-0.8524631221612986,1.0,CCCCCCCI
1.3482177129679358,1.0,CCC(O)CC
0.48624425675757926,1.0,CC(=C)C=C
-0.024198125132352626,1.0,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C
-0.4392937224805803,1.0,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O 
1.2711698062675687,1.0,O=C1NC(=O)C(=O)N1 
-0.7657842271233858,1.0,C1Cc2cccc3cccc1c23
-0.08679954932640103,1.0,O=C1NCCN1c2ncc(s2)N(=O)=O
0.41882733839475805,1.0,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 
-1.4303224224140518,1.0,Clc1cccc(c1)c2cc(Cl)ccc2Cl 
-1.0807175457611362,1.0,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
-0.9584039938743036,1.0,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O
1.1170739928668347,1.0,CC(=O)C(C)(C)C
1.4926825380311242,1.0,OCC(O)C(O)C(O)C(O)CO 
-0.4286996353092799,1.0,Clc1cccc2ccccc12
-0.6453968729040622,1.0,c1ccc2c(c1)sc3ccccc23
1.916446024883143,1.0,CN(C)C(=O)N(C)C 
0.2984399841754345,1.0,CCSSCC
2.014682105926111,1.0,CNC(=O)C(C)SCCSP(=O)(OC)(OC)
0.22139207747506734,1.0,CCCSCCC
-0.061758979648781714,1.0,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 
-1.2714111148445446,1.0,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
0.23583855998138628,1.0,Clc1ccccc1N(=O)=O
0.14915966494347324,1.0,CCCCCCl
0.8185133544029122,1.0,CCSCC
0.33696393752561804,1.0,ICI
-0.23993226389338063,1.0,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C 
-0.5105630361784197,1.0,CSc1nc(NC(C)C)nc(NC(C)C)n1
0.9629781794661004,1.0,CCC(C)(C)CO
0.13182388593589062,1.0,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C
-1.8473442174297887,1.0,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3
0.6668252880865645,1.0,O=C2NC(=O)C1(CCC1)C(=O)N2
-0.22115183663516608,1.0,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O
-0.6405813787352893,1.0,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C 
0.8185133544029122,1.0,CCCCC(=O)OC
0.8474063194155499,1.0,CCCCCOC(=O)CC
-0.9078413051021875,1.0,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C
1.1363359695419264,1.0,Cc1cccc(O)c1
-1.5940492241523316,1.0,CCCCCCCCCCCCCCCO
-2.5494432672368834,1.0,CCCCCCCCCCCCCCCCCCCCCCCCCC
-0.024198125132352626,1.0,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
0.07211175824310609,1.0,CN(C)C(=O)Nc1ccc(Cl)cc1
0.577738645964265,1.0,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl 
-0.8283856513174339,1.0,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C 
0.02877231072414968,1.0,CN(C)C(=O)C(c1ccccc1)c2ccccc2 
1.1074430045292887,1.0,Oc1ccc(cc1)N(=O)=O
-2.0616337079401847,1.0,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F
0.1250821940996086,1.0,COc1cccc(Cl)c1
0.23583855998138628,1.0,CC(C)C
-0.6116884137226515,1.0,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O
-2.39342125616864,1.0,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl 
-1.8011154734095685,1.0,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O
0.7318344593649992,1.0,CCCC(C)(C)CO
0.4525357975761685,1.0,C1CC=CC1
-0.3034967869211833,1.0,c3ccc2nc1ccccc1cc2c3
1.1267049812043803,1.0,Oc1cccc(Cl)c1
0.5555873727879096,1.0,O=C2NC(=O)C1(CC1)C(=O)N2 
-1.6710971308526987,1.0,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl 
0.9003767552720523,1.0,BrCBr
0.7616905232113914,1.0,Nc1c(C)c[nH]c(=O)n1 
-2.0033662284980323,1.0,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2
0.5632921634579462,1.0,CCCCCC(=O)OC
-0.5250095186847387,1.0,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O 
-0.5731644603724683,1.0,CCC(C)(C)CC
0.09618922908697093,1.0,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 
-0.664658849579154,1.0,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
-0.020827279214211722,1.0,CC(=O)Nc1ccc(Br)cc1
-0.6357658845665165,1.0,CC(C)C(C)(C)C
1.3462915153004267,1.0,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O
0.7173879768586804,1.0,CCCCCC(C)O
0.009028784632180438,1.0,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 
-0.2649728335709997,1.0,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F
0.5151372217702168,1.0,Fc1ccc(F)cc1
-2.3886057619998673,1.0,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45
0.8618528019218686,1.0,Oc1ccc(Cl)c(Cl)c1
0.3032554783442073,1.0,CC(C)(C)c1ccc(O)cc1
0.3658569025382557,1.0,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
-0.42581033880801605,1.0,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1
-0.7657842271233858,1.0,Clc1cc(Cl)c(Cl)c(Cl)c1
-0.6694743437479268,1.0,CCCCCCCBr
0.42364283256353086,1.0,Oc2ccc1ncccc1c2 
-0.35165172860891275,1.0,CC(C)c1ccc(C)cc1
-0.41088230688481986,1.0,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O 
-0.42773653647552523,1.0,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 
-0.6603249048272586,1.0,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC
0.3562259142007098,1.0,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O 
-0.23126437438958922,1.0,Cc1ccccc1Cl
1.8008741648325925,1.0,OCC(O)C(O)CO
-0.00012065428848799956,1.0,CCNc1nc(NC(C)C)nc(SC)n1
-0.26160198765285886,1.0,Nc2nc1[nH]cnc1c(=O)[nH]2 
-0.47203908282823615,1.0,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl 
-0.29868129275241045,1.0,CC(C)(C)c1ccccc1
-1.8877943684474814,1.0,Cc1ccc2cc3ccccc3cc2c1
-0.30831228108995634,1.0,O2c1ccccc1N(CC)C(=O)c3ccccc23 
-0.13688068868163947,1.0,CCN2c1ccccc1N(C)C(=O)c3cccnc23 
1.0544725686727863,1.0,CCOC=C
0.23102306581261323,1.0,CC1=C(CCCO1)C(=O)Nc2ccccc2 
-0.29868129275241045,1.0,CCCCCCC#C
-0.17347844436431387,1.0,CCSC(=O)N(CC)C1CCCCC1 
